ID,HashTags,TweetText,mentions_other,mentions_other_limited_types,URLs,User
408,social distancing,"It's a jam session for social distancing #covid19nfld NL musicians are recording tracks in their own homes, then p…",;;,;;,,CBCNL
409,social distancing,@RoseLuxemburg1 Sounds like a post-social-distancing reunion is in order,,,,turnip_tops
410,social distancing,@LuckyBonez I'm sorry. I'm trying to practice social distancing no matter home much your eyes tells me to come hith…,;;,;;,,MrFluffyPanda1
411,social distancing,We'd like to offer you access to our Print Shop as we are all dealing with the impact of COVID-19. Let your custome…,"Print Shop, COVID-19;;",;;,,AmericanHIO
412,social distancing,"""You've made people suffer just by the wording you have used with social distancing,"" Meyers said.",,,,Argus_Joe
413,social distancing,Apologies friends: No vids until next week and no stream until we can figure out a working system. Me and…,;;,;;,,koffeeyt
414,social distancing,"@chestnutkay Fine thanks, apart from some extra anxiety at the start my life hasn't really changed much. ME is a go…",;;,;;,,emmamfr
415,social distancing,"There, finally a measure to narrow the differential in infection rates between red and blue states.",,,,SubwayTidbits
416,social distancing,"@JoeShepherdTeam @ChloeSalsameda Even with social distancing the FLU has killed 40,000. Seems to be spreading quite well.",;;,;;,,Dogsmoneysports
417,social distancing,"In an effort to provide more space for social distancing, the city is closing streets to cars starting Friday.",,,,SoHoPatch
418,social distancing,Technically I've been social distancing ???,,,,Shaniice__
419,social distancing,Canadians are Spreading Hope and Happiness through virtual dance parties during #COVID19 @CBCNews #HopeAndHappiness…,,,,SEHealth_SEHC
420,social distancing,"In the spirit of social distancing, we are happy to announce we have started to offer virtual visits! Give our offi…",;;,;;,,HlthyFuturePeds
421,social distancing,Ironically this social distancing lark seems to have bought the country together. ?? #proudtobebritish,,,,CocoChanel372
422,social distancing,I will also ask all of us to strictly obey all public health guidelines and instructions issued by the Federal and…,,,,Abdulrahmanleme
423,social distancing,?Thought for today: I think the one person that is really enjoying this whole 6 feet of social distancing existenc…,,,,BldheartLib
424,social distancing,@rism_81 just imagine if the social distancing & stay at home orders are removed sooner than later .... how much mo…,;;,;;,,skfanusa
425,social distancing,"I totally understand social distancing and all that, but cmon man...I just fucked my hair up",;;,;;,,RollinsGabe
426,social distancing,@mrsvreman I would love to join you for a social distancing walk! 2 metres apart of course!,;;,;;,,DiotteEmily
427,social distancing,Hate that the world is in crisis but I honestly don’t miss wearing makeup every day. Hope everyone is doing well an…,;;,;;,,lilrunner
428,social distancing,Still watching the #GhostAdventures marathon...ted bunny episode when zak said “When I stepped into that circle....…,;;,;;,,SageSecret
429,social distancing,"@KieleyBeaudry yup biosecurity is not just an HC thing! It is a farm thing, an immunosuppressed thing it is all t…",;;,;;,,Eliden94243529
430,social distancing,Social distancing doesn’t mean stay 100 feet away from the car in front of you. ?FUCKING GO,;;,;;,,TheRealNesbitt
431,social distancing,QT: the fundamental force damaging the economy is not the rulebook on social distancing but rather an out-of-contro…,,,,yosukeyanase
432,social distancing,A scoreboard developed by a NYC-based data firm grades each state and county on how well its residents are practici…,,,,TribecaPatch
433,social distancing,Wouldn't have made it this far without my #QuaranTeam so I'ma shout them out. Feel free to do the same and recogniz…,;;,;;,,TheNorthHokage
434,social distancing,"Ok, FINE. I’ll join @tiktok_us. This is what social distancing has done to me.",;;;,;;;,,AshleeMcGeehan
435,social distancing,Just checking in to remind you to GET OUTSIDE and enjoy this weather! But don’t forget your social distancing ?…,;;,;;,,weathertrevor
436,social distancing,Pet adoptions skyrocket as social distancing orders grow #ADOPT #corona #COVID2019,,,,ErikaJournal
437,social distancing,"All it took was 20 years, a global pandemic, and social distancing to fill the entire Pokédex a single game and catch my first shiny ???",Pokédex,,,thegoatseyeview
438,social distancing,@ciara @DangeRussWilson That's not social distancing. ?,,,,HolliWinters
439,social distancing,@SadiqKhan @chloe_millerRD @GSTTnhs @SadiqKhan please focus your attention to getting tubes to full service and improving social distancing,,,,baseload_energy
440,social distancing,Social distancing now but when this is all over I think we all need to do some social MEDIA distancing.... Haha am I right?,;;,;;,,its_unavailable
441,social distancing,i cannot believe social distancing has me joining a ******* ** for the first time in YEARS,,,,SpectroManic
442,social distancing,@VictorIsrael_ This man should just be used to exchange kulikuli... What kind of support do they want? Stay at home…,kulikuli;;;,;;;,,Coolrichie7
443,social distancing,Me and my BF since we started social distancing,,,,angelcliche
444,social distancing,"@Lord_Sugar Don't like to be pedantic, I am sure you mean social distancing.",,,,SOrdy84
445,social distancing,"This is so fucking stupid. Apart from the fact that people move freely across counties, the numbers are both unrel…",;;,;;,,J4Years
446,social distancing,@GailNow @dikayodata Ontario has a flatter curve than other jurisdictions. Social distancing has reduced community…,Ontario;;,Ontario;;,,Frazier_Fathers
447,social distancing,@lucyuprichard @DerbysPolice @DerPolDroneUnit They are breaking the rules actually....essential travel only if its…,;;,;;,,TRACstug77
448,social distancing,If you truly want to prevent COVID-19 this is the best step as not all maintaining social distancing yet. Like PM…,COVID-19;;,;;,,SarigaSuresh1
449,social distancing,A scoreboard developed by a NYC-based data firm grades each state and county on how well its residents are practici…,,,,CentralPrkPatch
450,social distancing,"In an effort to provide more space for social distancing, the city is closing streets to cars starting Friday.",,,,CentralPrkPatch
451,social distancing,social distancing with cole @nicoleohmann #AnimalCrossing #ACNH #NintendoSwitch,cole,cole,,meg_Ieg
452,social distancing,@mickey_86 @MichelleObama Jasper looks terrified. He needs more social distancing ?.,Jasper;;,Jasper;;,,breauxrach
453,social distancing,@aavishhkar @SonnalliSeygall She should drop the food on the ground and let them take it. Social distancing.,;;,;;,,mariah_care3y
454,social distancing,I’m listening to Al Green folding clothes and watching NBA highlights I love social distancing,"Al Green, NBA","Al Green, NBA",,WALLA_MAJIC
455,social distancing,@drippinpitch lmaooo i can’t get pics rn bc social distancing etc but i shall try to find some. and re: point 3 i have no fucking idea,;;,;;,,dead__bug
456,social distancing,@murale61101320 @hecklerforever8 They shldn’t even be partying in the first place. #social distancing #CommunityQuarantine,;;,;;,,chocoholic29
457,social distancing,"During my first week of social distancing, I planted a vegetable garden and updated our landscaping. I didn't want…",;;,;;,,nslhmr
458,social distancing,Wouldn’t it make more sense to base social distancing guidelines on population density,,,,KatMParrish
459,social distancing,@lynnmercereau Social Distancing Lynn!!! Social and Physical Distancing!!!!,;;,;;,,GlenMah
460,social distancing,Quarantine/social distancing wouldn’t be so bad if it was just for mental health purposes and only lasted a week ?,,,,heyitsme_jess19
461,social distancing,@TheFive Press release weddings will be conducted only if the bride and groom are separated to enforce social dista…,,,,Kimberl31716975
462,social distancing,Social distancing doesn’t mean giving up your workout! The Athletic and Wellness Center is going to host Group Exer…,;The Athletic and Wellness Center;,;The Athletic and Wellness Center;,,NPWellRec
463,social distancing,Social distancing at 350 feet @FlatgroundApp,,,,Louis334S
464,social distancing,"@KeithStoyk @seanhannity It doesn’t go far enough because it makes a one time payment to people for stimulus, and o…",,,,Federalist_10
465,social distancing,@Linnet2022 This social distancing thing is giving people very many ideas.,,,,SabitiRogers
466,social distancing,My child is going to go crazy! He needs social interaction. This social distancing is awful for him!,;;;,;;;,,TCurreyUCF
467,social distancing,Where was social distancing when chicken pox was out?,,,,fazeone_
468,social distancing,Donald Trump - who was been giving daily press briefings for at least a week or so now in front of a half empty pre…,Donald Trump,Donald Trump,,ZaackHunt
469,social distancing,There’s No Such Thing as “Social Distancing” in New York City!! It’s impossible !!! For the vast majority in NY…,New York City;;NY;,New York City;;NY;,,josemadrigal831
470,social distancing,"SOCIAL DISTANCING, darling",,,,brnofajckl
471,social distancing,@itvcalendar Totally understand the need for social distancing. It's disturbing how fast the police are on this. Im…,;;;,;;;,,ColinMclaren3
472,social distancing,"Despite people spending more time at home, the current state of the economy could be a deterrent.",,,,CBS19News
473,social distancing,@Purple_muffinz That right there would be worth breaking social distancing for ?,,,,CuidichAnRigh
474,social distancing,PLEASE ?? STOP ?? HANGING ?? OUT ?? WITH ?? YOUR ?? FRIENDS ?? HANGING OUT WITH YOUR FRIENDS DOES NOT COUNT AS SOCI…,,,,skaloust
475,social distancing,@RuggedyBaba @anayojeff1 @NGRPresident @MBuhari @ProfOsinbajo @NGRSenate @aishambuhari He is practicing social distancing,,,,VrumVictor
476,social distancing,@ybarrap Even more strict social distancing.,,,,McThatgirl
477,social distancing,for personal reasons after all of this is over i will no longer speak to anyone who isn’t practicing social distanc…,,,,kaay_mo
478,social distancing,why do people keep asking me to hangout and do things with them??? that’s not what social distancing means?? and we…,;;;,;;;,,cat_eppard
479,social distancing,"@jes_chastain loving your daily social distancing stories, favorite time of the day tbh ?",,,,chstainsblunt
480,social distancing,@alexseigler Thats some good social distancing!,,,,CitrusSec
481,social distancing,"Just cut myself bangs bc I was bored, social distancing is going well",,,,lirrysunicorn
482,social distancing,So my dad was just practicing social distancing this whole time,,,,thirsty4taemin
483,social distancing,My thirsty ass every time my crush puts anything on social media while we're all social distancing,,,,JBfromDC89
484,social distancing,Social Distancing,,,,Xplodingtrees
485,social distancing,hey guys i made a cake but y’all can’t have it bc i’m practicing social distancing,,,,w0ahmaeve
486,social distancing,"Social distancing finally broke me down enough to download tik tok. Tried to make sense of it for three minutes, re…",tik tok;;,,,_heyadrienne
487,social distancing,@HENRiETHE69TH quarantine. social distancing. what songs we wash our hands to. i don’t want anyone touching me.,;;;;,;;;;,,jenNYXmarbles
488,social distancing,"Hey @ej_becker @KMBZradio @RadioDana check out out block tonight on @41actionnews. Caesar Blevins, aka The Mayor of…",;Caesar Blevins;,;Caesar Blevins;,,dbkems
489,social distancing,@Greenaetion @obyezeks @NGRPresident @MBuhari He is practicing social distancing,,,,BlessinIveren
490,social distancing,@sarajcox looking forward to the social distancing episode of #backintimeforthecornershop ?,,,,Phosie
491,social distancing,@MancTotter @mshillylufc1 If we weren't social distancing I'd knock both your heads together. Will you stop winding…,;;,;;,,oliviamccabe72
492,social distancing,"?Wake County issued a stay-at-home order that goes into effect tomorrow. It includes a provision for ""faith organiz…",;;,;;,,dsethbrown
493,social distancing,@euronews How effective can social distancing be ? surely a gentle breeze can transmit infected vapour more than 2m ?,;;,;;,,IoannesPaulus1
494,social distancing,@SianKW02 Yes I hope people start taking it more seriously. Social distancing is so important,;;,;;,,h0are
495,social distancing,"mind blown. one beach, for one week. 5600 phones. see where they've all gone to since Spring Break. Social dist…",;;;;;,;;;;;,,dreamitnowdoit
496,social distancing,"When the music is over, don’t give up on social distancing.",,,,eliseagethe
497,social distancing,"We can’t protest in the streets if we’re practicing good social distancing, but maybe we can make our voices heard…",,,,catterlin_erin
498,social distancing,Dad: “ do I sleep on the couch since we should be social distancing “ Mom: “ no this is not how this works. Do…,;;;,;;;,,_nickyyyy
499,social distancing,To help aid social distancing on my commute/essential trips. I may need to cycle further from the footpaths if I am…,;;,;;,,Cowa19942
500,social distancing,Y'all I'm just sitting here binge watching @NakedAndAfraid to learn all the survival tips for real social distancin…,,,,spiritworldfilm
501,social distancing,they're social distancing #AnimalCrossing #ACNH #NintendoSwitch,,,,usedtacoma
502,social distancing,There are currently 6 positive Coronavirus cases in Chemung County. Please continue to help protect the most vulne…,Chemung;;,Chemung;;,,ChemungHealth
503,social distancing,@EsportsRoyaleEN @ClashRoyale @Cream_EsportsGG @SaintBelikin That bro fist at the beginning doesn't look like social distancing ?,,,,Cr1ticalCR
504,social distancing,"Kudos to the folks at Lebro’s Restaurant, who so generously delivered two meals - and maintained social distancing…",Lebro’s Restaurant,,,brendaceleste
505,social distancing,Well FUCK! My swallow test for April 7th is cancelled!....this FUCKING virus...can someone PLS find a cure?!?! Inst…,;;;;;,;;;;;,,TheCutiePetutie
506,social distancing,"Normally, over the next few weeks we’d be out making our presence felt at tournaments & meeting with recruits and f…",,,,TrineWSoccer
507,social distancing,I was practicing social distancing before it became trendy.,,,,jbones1625
508,social distancing,@firelordjazz Ofc we gone be ratchet while practicing social distancing ?,,,,alexissierra08
509,social distancing,"@AngrierNJGirl @VodkaMuse I had a friend post a pic of truckers kneeling in a circle, holding hands and praying.…",,,,mbraden66
510,social distancing,Social distancing with the pooch on the outskirts of Denby Dale - home of the world’s largest meat & potato pie!! N…,Denby Dale,Denby Dale,,CamillaField40
511,social distancing,@aoxchris_ wait hold a wine bag on a 6ft long stick call it social distancing HAHAHAHAH,,,,jodesnguyen
512,social distancing,"@paultenhaken @gofishwyo I’m at Hy-Vee on Minn now. No one has changed their behavior. No masks, no social distanci…",;;;,;;;,,BrennanAllergy
513,social distancing,@linde_g08 @JustinRiley @piersmorgan Have you guys seen tescos clap video. Social distancing in place. Just when cameras are there?,tesco;;;,;;;,,danixx005xx
514,social distancing,We experienced true true social distancing when they ripped us from our tribes ...separated families......yall shou…,;;;,;;;,,BlackMigooooooo
515,social distancing,@PaulEmbery Social distancing? They obviously thought walking your dog away from people was essential?,;;,;;,,BSc89937963
516,social distancing,"@mitropanos1 No, but our parks are important for mental health. The new rules on no groups, policing that and every…",;;,;;,,little_pengelly
517,social distancing,"Well, damn. COVID-19 could lead to more than 80,000 deaths in the US and overwhelm hospital capacity nationally as…",";COVID-19, US;",;;,,ToddEberly
518,social distancing,Can everyone pls stay tf inside & practice social distancing & take this !!!seriously!!! so we can get back to our…,;;;,;;;,,Jilliebuug
519,social distancing,Outdoor activities are still permitted under the state's Stay-At-Home Orders with strict adherence to open space ru…,,,,BoulderCountyOS
520,social distancing,The way people are behaving out in public right now makes me wish I owned a sweatshirt that said in big BOLD letter…,,,,Jocelyn_Rubin
521,social distancing,Practicing social Distancing cleaning ? ??? #blessed #lovemyself #iamfearless #iamcorageous #socialdistancing2020…,,,,CurvyCheeks_
522,social distancing,Amidst this social distancing we have a bright spot that arrived today. Ready to put this on the Winchester and di…,;;,;;,,WildBoutHuntin
523,social distancing,Here is some helpful information about social distancing via the @PAHealthDept.,,,,AbingtonJeff
524,social distancing,Wouldn't be a bad idea social distancing myself from social media,,,,bergkamp_95
525,social distancing,"An idea? Any Trotro that takes 10 people should be reduce to take 5 people, taxis that takes 5people should be a…",;Trotro;,;;,,KOJOBONSU10
526,social distancing,White girls going crazy with the “Social Distancing” Instagram captions,Instagram,,,FLAWLESSSPABLO
527,social distancing,"NY continually stresses everyone practice social distancing, yet NYC cuts back on transportation trains causing fir…","NY, NYC","NY, NYC",,MerlinNewtonSr
528,social distancing,"Midwesterners have a ""friendly"" gene, and it's so hard to fight. A Pickleball Bust? Kansas City Area Parks Are (Nic…",;Pickleball Bust;Kansas City;,;;Kansas City;,,HenryLeerhenry
529,social distancing,I can only assume that those not participating in social distancing/ isolation and that are not key workers or have…,,,,BoweSaoirse
530,social distancing,"@trtworld True but v'll have 2 think how long poor states can afford curfews, lockdowns & social distancing as majo…",,,,SheilaZulfiqar
531,social distancing,"@Neoavatara If we’d acted sooner, with moderate social distancing + tons of tests, with strict quarantining/tracing…",,,,VAReadjuster89
532,social distancing,"I've been calling for a national lockdown for weeks. Nothing else will work. A real lockdown, no transit, no plane…",;;;,;;;,,ZevShalev
533,social distancing,@piersmorgan I’m sure you won’t read this but in my opinion all congestion charges should be cut and all nhs worker…,,,,RachelHerron8
534,social distancing,"@DavidLammy Now is not the time to apportion blame, now is the time to work together, have your spats when this is…",,,,HilaryTaylor638
535,social distancing,"Social distancing, day 11: I used my one form of exercise to run into the nearby countryside",,,,AshKelly0
536,social distancing,@nflnetwork @MikeGarafolo @RapSheet I think this social distancing has created something special in our world that…,,,,DialloKreed
537,social distancing,"Malignant maggot is on, hit the mute button!!! Big form of social distancing!!",;;,;;,,ariesjill
538,social distancing,@AnneMilgram All social distancing measurements should be done in Penguins ? #CafeInsider @PreetBharara,Penguins,,,jason_farns
539,social distancing,The Miami downtown police need to enforce social distancing among all the homeless sleeping next to each other at t…,Miami,Miami,,dookie1890
540,social distancing,So tired of these “Press Conferences” with @realDonaldTrump talking about social distancing when he and @Mike_Pence…,,,,BlossomCBrown
541,social distancing,my family is practicing social distancing by only grocery shopping once a week #digicom,,,,grace0connor
542,social distancing,"Trump to reporters, spaced out for social distancing, at daily press briefing at WH: ""Look at all the empty seats.…",Trump,Trump,,DavidNakamura
543,social distancing,Why are we having a White House coronavirus briefing in-person when we're social distancing? Why can't this be done via video?,"White House, coronavisur;;",;;,,JayMalaney
544,social distancing,This is what responsible social distancing looking like. I’m part of the supply chain so every day I go out I’m at…,;;,;;,,Darrenstarr1313
545,social distancing,social distancing (from others) in the park? @jwilIiamson @LeeTryston,,,,sarahmorghanz
546,social distancing,@GovAndyBeshear Making the best out of our season so for with Social Distancing! Still trying to have a little fun…,;;,;;,,SLeanhart
547,social distancing,@PeterMcCormack Remove the lockdowns for everyone under 60 (your rule is stupid). Distribute masks to the entire po…,;;,;;,,BryanJacoutot
548,social distancing,"#NOW: KY Gov. Andy Beshear: Remember social distancing is not social isolation, but we need you to be healthy at ho…",Andy Beshear,Andy Beshear,,DanGriffinWLWT
549,social distancing,Day 5. At walmart. No one practicing social distancing. This is why COVID-19 is spreading.,walmart;;COVID-19;,;;;,,KLoeblich
550,social distancing,A scoreboard developed by a NYC-based data firm grades each state and county on how well its residents are practici…,,,,ParkSlopePatch
551,social distancing,"I don’t know why people are complaining about social distancing, it not we interact with each other in real life an…",,,,itz_leesha
552,social distancing,Your attitude impacts everyone ?? Please continue to practice good hygeine and social distancing,;;,,,chrischincano
553,social distancing,"Hey Titans, it's ok to enjoy the fresh air and a few close friends...from a distance. Had to remind @mswallsphs and…",;;;,,,cnwalmonphs
554,social distancing,my stepdad won't let me out for two weeks cuz I just got back from the city but asks why I'm not coming downstairs.…,,,,LaurenRubb
555,social distancing,These people in smart line don’t kno nothing about social distancing smt all up in a nigga space ?,,,,Shyne649
556,social distancing,@sextsbot That's good social distancing,,,,Funkopedia
557,social distancing,Is social distancing making you lose weight or gain weight ?,,,,YOUNGLYXX
558,social distancing,"Trump to rank US counties by Coronavirus risk, may 'relax' social distancing via @nypost","Trump, US, coronavirus","Trump, US",,RichTorrenzano
559,social distancing,@riarenouf @NEWS1130 @TransLink Maybe someone should ask translink what they are actually doing to support their em…,,,,AgnewRhiana
560,social distancing,A reminder of the health value of #touch during these unnatural social distancing times. Touch can help reduce stre…,;;,;;,,3dancingfeet
561,social distancing,Social distancing and hand washing are being practiced,,,,Lanthedan
562,social distancing,@iLLiNouT My account is social distancing ?,,,,Its_Jus_Obama
563,social distancing,this is how social distancing looks like...,,,,belderrainmn
564,social distancing,Has anyone else googled social distancing pickup lines yet??,,,,M0NSTER0USM0USE
565,social distancing,@realDonaldTrump starts by joking about social distancing of reporters,,,,rongartner1
566,social distancing,"I’m so proud of my dad, he’s been practicing social distancing since 1991.",,,,HashtagDJRhino
567,social distancing,"I have absolutely no problem with isolation. Social distancing is my normal routine, always been a homebody so this…",;;,;;,,itzx_Britney
568,social distancing,@LibbySchaaf Thank you @LibbySchaaf! How can we ensure greater social distancing at Lake Merritt? This is from yest…,;Lake Merritt;;,;Lake Merritt;;,,Peteberk
569,social distancing,"@Johnnydrille Social distancing ooo, Johnny!",Johnny,Johnny,,jobosonchisa
570,social distancing,"@Sam__Weller @jeffjenkins312 They truly are. Good for social distancing - even inside. (I do like the current occupants, to be clear!)",;;;,;;;,,jjl_ice_yard
571,social distancing,You know who's really suffering in these social distancing times? Waldo. Very easy to spot now.,;Waldo;;,;Waldo;;,,SparkyMacMillan
572,social distancing,@writhing_south Social distancing? How bout them apples,;;,;;,,DumbGearhead
573,social distancing,Social distancing practices in Hartford and Tolland counties seem to be in line with ways to flatten the coronaviru…,"Hartford, Tolland","Hartford, Tolland",,SouthngtnPatch
574,social distancing,Social distancing comes naturally to the taciturn Scandinavians of the upper Midwest. We were born just a little reserved. ?,;;,;;,,SixFiveArms
575,social distancing,Funny T-Shirt | Just Social Distancing With My Dog T-Shirt | H by BellaVitaConcepts via…,,,,debbie_calianno
576,social distancing,@GovHolcomb Well there are still people who aren't following orders in Hamilton with practicing social distancing and self quarantining...,Hamilton,Hamilton,,dylan_hardwin
577,social distancing,Sent the kids outside to do some sidewalk art- they decided to write messages to the neighbors out for walks since…,,,,nathangreer
578,social distancing,Going back to the beginning of @kelseydangerous 100 baby challenge is my #kelseys100happydays for today. Fun during…,;;,;;,,katieren87
579,social distancing,"#PRWR623 To me, ""physical distancing"" and ""distant socializing"" seem a lot more intuitive than ""social distancing""…",,,,JKeweshan
580,social distancing,"In the era of #covid19 and social/physical distancing, I realized I miss touching people!",,,,IamGuhad
581,social distancing,Sign the @teamcoworker petition to tell @cvspharmacy to protect its employees and support social distancing!…,,,,wordyblerd
582,social distancing,Twitter bringing out all the freak in ppl ???y’all nasty nasty huh and I never knew it lmaoo this social distancing…,Twitter;;,;;,,ShadvsTwiter
583,social distancing,@CNNPolitics More out right LIES FROM CNN Trump didn't say to stop social distancing,;Trump;,;Trump;,,Rick_NEPA
584,social distancing,"Me: so there’s cops in Central Park making sure everyone is social distancing, not congregating too close My mom:…",Central Park,,,samthestewart
585,social distancing,All smiles when a coworker drives by to say hello @CoachCSullivan Social distancing at its best.,,,,SCWLAX
586,social distancing,Hey everyone! -,,,,umassdcatholic
587,social distancing,Perk #4 of social distancing = a floor that doubles as many board games #findthepositives,,,,LynseyWhite2
588,social distancing,@itvcalendar #ClapForCarers #clapforNHS epic fail re social distancing.,,,,rinka_dog
589,social distancing,"@AaronBaileyTur1 @DerbysPolice @DerPolDroneUnit Exactly, agreed 100%! We are in strange, and scary times and the la…",;;,;;,,_christina_jane
590,social distancing,I’m sick and tired of social distancing and about to decide which one of my roommates to sacrifice to the gods to end this shit,,,,chrystallynn04
591,social distancing,I’ve been social distancing since 2016 when I moved to Colorado lol. #boomin,Colorado,Colorado,,imKRUMM
592,social distancing,Emergency social distancing now oh my god #covideoparty,,,,Beakyblack
593,social distancing,"@HillaryClinton @realDonaldTrump Your husband has been doing social distancing from you for years, possibly decades",,,,christomaass
594,social distancing,"I want to shout out one hospital hero, in particular. My neighbor, Rachel, has been working the @UCSFHospitals ER ",;Rachel;,;Rachel;,,AaronPeskin
595,social distancing,@scottcooper79 @GiveBloodNHS Social distancing at all times extra questions and sanitising. Felt really safe,;;,;;,,NeilBanks13
596,social distancing,@BCrawford70 @NorthernStarQ @johnpavlovitz @lilibalfour @FLOTUS @realDonaldTrump Dont you have a geriatric conventi…,,,,ButterRumsfield
597,social distancing,"@DanaPerino Dana, those nurses wearing trash bags because no gowns! They are wearing bags over the gowns. Also d…",Dana;;,Dana;;,,TerriRN4
598,social distancing,"With many schools closed due to the #coronavirus, kids are stuck at home. How can you keep kids and teens learning…",;;,;;,,FLIllustrated
599,social distancing,"@_Jack_Preston Yeah, I’m picturing the rolling green hills of heather (or whatever that flower is) and plenty of so…",,,,ChristyCooperB1
600,social distancing,This is how you enjoy the lakefront during coronavirus. Even Baron the dog is practicing social distancing! ?…,coronavirus; Baron;,;;,,Julia_Kline
601,social distancing,"The exponential effects of #SocialDistancing to slow the #coronavirus, it's in the data >>> @StatistaCharts via…",,,,SamiGhazali
602,social distancing,"I ain’t social distancing from a virus , but I’m doing it for my mental peace",,,,MarleyNichelle
603,social distancing,Summit-Hill and Grand neighborhoods really don't give a fuck about social distancing. It's wild.,"Summit-Hill, Grand;;",;;,,brenface
604,social distancing,"@LauraRose92: Im gonna get a surprise my nose is really itchy... Oh its really itchy, its gonna be a big one Me:…",;;,;;,,TGyton
605,social distancing,"@CassandraRules I wish people were doing this in Chicago, but so far it's not my experience. So many people aren't…",Chicago;;,Chicago;;,,NYKensington
606,social distancing,@BeckettUnite @LauraPidcock @SkyUK heres there response to a confirmed case of coronavirus in their dunfermline c…,coronavirus,,,bettyboopxoxox
607,social distancing,More social distancing.,,,,cyclingreporter
608,social distancing,"""No social distancing needed for this one.- - -BTW, one positive outcome from all this: animal…"" ? coram nobis",;;,;;,,decourseydave
609,social distancing,Biggest takeaway: those with a ‘Bohemian sex life’ must not have sex,,,,benjnielsen
610,social distancing,Social distancing people c'mon.,,,,ViewssFromWhit
611,social distancing,@knockknockjoan @DavidBegnaud The theme I see when it comes to this specific govt is a lack of communication & tran…,,,,michaelcdeibert
612,social distancing,┏┓ ┃┃?? IN ┃???? THIS ?????? HOUSE ??┗┛?? WE PRACTICE ?????????? ? SOCIAL ??┏┳┓??┏┳┓ ?? DISTANCING ??┗┻┛┃┃┗┻┛??,,,,PunCMD
613,social distancing,my neighbor (same one who decided not to practice social distancing & have friends over a couple of nights ago) is…,,,,emiliebridges
614,social distancing,NYC construction workers complain coronavirus rules for protection and social distancing are impossible…,NYC,NYC,,JoseAquinoEsq
615,social distancing,Now y’all can stay y’all butts at home,,,,DarkSkinBarbie_
616,social distancing,Frankurt am Main. <26 Mar 2020> Stopped by to watch the sunset after my grocery run. Was riding my e-board so socia…,Frankurt;;;,Frankurt;;;,,ohmyjadd
617,social distancing,@bandherbooks George doesn't understand social distancing,George,George,,kelly_kobiela
618,social distancing,My cat doesn't understand what social distancing is apparently,,,,EUNHAE20
619,social distancing,"This is not how you practice social distancing! They are waiting for the bus, in case you are wondering.",;;,;;,,GreenSkyOverMe
620,social distancing,"Social distancing, proper hand washing, cough and sneeze etiquette and personal hygiene should be observed at all t…",,,,iam_JVP6382
621,social distancing,when he over six feet (away from me because we’re practicing social distancing) ?,,,,kelllicopter
622,social distancing,Social distancing should really be permanent. Give me my space in line. Don’t park next to me and do not sit next to me!,;;;,;;;,,isiahpettway
623,social distancing,How well are states social distancing? One start-up used cellphone data to try to measure it,;;,;;,,ProvincetownBa2
624,social distancing,"Social distancing has been pretty rough for Jan here, no one has responded to their dick pic DMs so they have resor…",,,,PlayWithJambo
625,social distancing,Tell Congress to provide funding to expand access and voter registration to aid voters casting their ballots during…,,,,macbeestje
626,social distancing,@TheVegemite @EricRWeinstein Social distancing happened too late in New York to prevent at least 30k infections. My…,New York;;,New York;;,,AmandaLeftCoast
627,social distancing,Our newest tool to help us do our jobs while still social distancing.,,,,DillonFox5
628,social distancing,Practicing social distancing may feel dangerous for those experiencing domestic violence. Please stay connected to…,;;,;;,,NYCFirstLady
629,social distancing,Social distancing level: Expert ? #Saluki,,,,VickiBetton
630,social distancing,Unless you live with that person social distancing does not mean hanging out with different friends every day we’re…,,,,chloehoward17
631,social distancing,Trump tells US governors he's preparing new social distancing guidelines. WTF. WTF. WTF.,"Trump, US;;;;","Trump, US;;;;",,TexasManz
632,social distancing,@sardesairajdeep @MamataOfficial thats an example of rajdeeps lame journalism. if this was someone from bjp the guy…,;;,;;,,aforamod
633,social distancing,@wallsartlwt +towards easing essential e-commerce. on the bright side many states are coming up with ways to practi…,;;,;;,,sparklyblue28
634,social distancing,"@TeamJoe @JoeBiden VP Biden, please be more vocal, we have an idiot for president that is putting us in danger with…",Biden,Biden,,Cruz4873
635,social distancing,Social Distancing Pick up A Scicilian! Gotta have a pizza ? fix! (@ Giuseppe's Brothers Pizza) on #Yelp,;;,;;,,JohnGuyeski
636,social distancing,@kenradio Shelter in place: check Social distancing: fail,,,,3arnhardt
637,social distancing,@TronGumby I was playing this a few weeks ago! After all this social distancing blows over you're welcome to come over and rock out :D,;;,;;,,Dreadiedude
638,social distancing,"“Remember that social distancing is not social isolation, but we need you to be healthy at home. Model the kinds of…",;;,;;,,PantsuitPolitic
639,social distancing,"Wow. A pretty big uptick in precautionary measures (washing hands, social distancing etc) taken by members of the B…",,,,nicholaraihani
640,social distancing,"WEEK 2 - SELF QUARANTINE / SOCIAL DISTANCING Stay safe, hopeful and positive during this time. ????.My week 2 A…",;;,;;,,DannyArroyo
641,social distancing,#FlattentheCurve by Reading - this is a COVID-19 social distancing reading challenge via @goodreads,COVID-19,,,YABooksAreLife
642,social distancing,Everytime we time touch went against social distancing advice and now she has it smh,,,,taylor_bonnesx
643,social distancing,"@theJDuce @radionz But we're all allowed to go out for walks as long as we maintain social distancing, right?",,,,ilikeprettycode
644,social distancing,Social distancing is important for all of us to follow & is crucial for preventing the spread of #COVID19 in…,,,,OakGov
