ID,HashTags,TweetText,mentions_other,mentions_limited_types,URLs,User
284,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,Ericksurchile
285,"Venezuela, Lavrov, Pompeo",Aggressive steps' in #Venezuela could have grave consequences - #Lavrov to #Pompeo,,,https://on.rt.com/9tg9,EconGeopolTech
286,,".@jguaido has no security force  no ability to control the media. Facing grave threats to his freedom  safety he openly challenges a criminal dictator on a daily basis in #Venezuela

This one man has more courage than every high ranking #MaduroRegime official put together.",;;,;;,,Carlos_sierra2
287,"BREAKING, Venezuela","#BREAKING: Massive movement in Caracas, #Venezuela towards the presidential palace
",Caracas,Caracas,,stagingvera
288,VenezuelaLibre,This is so true 💔 I’m hoping we learned from our mistakes and other countries listen... #VenezuelaLibre 🇻🇪,;,;,,ProgreB
289,"Venezuela, TrishRegan","TONIGHT - hear directly from ⁦@realDonaldTrump⁩ on #Venezuela  much more!! 8pmE on #TrishRegan 
ALSO on TONIGHT-the man we recognize as Pres of Venezuela ⁦@jguaido⁩ !! AND ⁦@marcorubio⁩ who has supported Venezuela from start. BIG night! live 8pm #FoxBusiness ",;; Pres of Venezuela; Venezuela;;,;; Pres of Venezuela; Venezuela;;,,venexradio
290,"Venezuela, 1May",#Venezuela: A person has been injured during clashes with the police next to the La Carlota Air Base in Caracas. #1May ,"La Carlota Air Base, Caracas;","La Carlota Air Base, Caracas;",,Alex_Rivas8
291,,"Today would be a great day for cooler heads to prevail, for all parties to accept they don’t possess the tools to vanquish the other, and for a pacted democratic transition to emerge in #Venezuela that leads to free and fair elections.",,,,vivwaldorf
292,,"""He had an airplane on the tarmac… He was ready to leave this morning as we understand it, and the Russians indicated that he should stay."" #Venezuela #Pompeo #Maduro  ",; Russians;,; Russians;,,stepaniukruslan
293,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,FranciscoDonad7
294,"PRAY, Cuba, Russia, China, Venezuela, USA","Please #PRAY for #Cuba, #Russia, #China #Venezuela And The #USA!!! 🇨🇺🇷🇺🇨🇳🇻🇪🇺🇸",,,,RocktoberSky
295,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,glennyork
296,Venezuela,"New on MoA:
#Venezuela - Guaidó Got Snookered - White House Starts Beating War Drums
 ",";Guaidó, White House",";Guaidó, White House",https://www.moonofalabama.org/2019/05/venezuela-guaidó-got-snookered-white-house-starts-beating-war-drums.html,Chouanbelge
297,"TrishRegan, Venezuela",It’s TONIGHT!!! My interview with the President of the United States TONIGHT on #TrishRegan - we’re talking #Venezuela #Border #Economy #Mueller and much much more. Tune in tonight for @realDonaldTrump 8pmE #FoxBusiness,; President of the United States;;,; President of the United States;;,,GaliaOf
298,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,FcoVillalba
299,"Venezuela, Apure, Maduro, OperacionLibertad",#Venezuela 🇻🇪: the people of #Apure state calling for the downfall of #Maduro as they participate in #OperacionLibertad. #1May,,,,Mage_Delbene
300,,Beatriz Becerra on Twitter,"Beatriz Becerra,Twitter","Beatriz Becerra,Twitter",https://twitter.com/beatrizbecerrab/status/1123549298015244295?s=04,Laska_Ducas_Y
301,,".@jguaido has no security force  no ability to control the media. Facing grave threats to his freedom  safety he openly challenges a criminal dictator on a daily basis in #Venezuela

This one man has more courage than every high ranking #MaduroRegime official put together.",;;,;;,,echaopalante_
302,,".@GovRonDeSantis SB 168 would facilitate the deportation of Venezuelans to the horrors of the Maduro dictatorship. If you stand with Venezuelans like you say you do, withdraw support for this anti-immigrant bill here in Florida. #StopSB168 #venezuela ","SB 168, Venezuelans, Maduro; Venezuelans, Florida","SB 168, Venezuelans, Maduro; Venezuelans, Florida",,Solutioneer72
303,,Well done Mossos,Mossos,Mossos,,Cinejante
304,Venezuela,The U.S. just needs to admit that Guaido is not going to overthrow Maduro without U.S. military intervention. #Venezuela,"U.S, Guaido, Maduro, U.S","U.S, Guaido, Maduro, U.S",,James_Savage15
305,,"Correction: ""...unwavering support to violent opposition members in their attempts to destroy Venezuela and welcome military intervention.""

No one believes you, Freeland and co-stooges. ",Venezuela; Freeland,Venezuela; Freeland,,birdtrees
306,"Venezuela, TrishRegan","TONIGHT - hear directly from ⁦@realDonaldTrump⁩ on #Venezuela  much more!! 8pmE on #TrishRegan 
ALSO on TONIGHT-the man we recognize as Pres of Venezuela ⁦@jguaido⁩ !! AND ⁦@marcorubio⁩ who has supported Venezuela from start. BIG night! live 8pm #FoxBusiness ",;;Pres of Venezuela;Venezuela;;,;;Pres of Venezuela;Venezuela;;,,Polerbar
307,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,irenesteves
308,,"Don’t worry guys— @AOC and @SenSanders are going to do socialism differently. 
After their government seizes everything with the promise to redistribute it, everything is going to be just fine. 
Don’t worry guys. ",socialism;;;,;;;,,ARagpicker
309,"aag, venezuela",The latest DuBarryFilms Daily™!  Thanks to @HouseGOP @AltadenaPatch #aag #venezuela,DuBarry Films Daily;,DuBarry Films Daily;,https://paper.li/JayMeeJJRichens/1424453607?edition_id=8c35c511-6c48-11e9-b240-0cc47a0d15fd,JayMeeJJRichens
310,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,DroppingBombs4Q
311,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,JoseRam42840822
312,"Venezuela, umiami","As political unrest continues in #Venezuela, several #umiami students from the South American country received financial grants to help them graduate.  ",South American,South American,,Canton_SPT
313,"Venezuela, TrishRegan","TONIGHT - hear directly from ⁦@realDonaldTrump⁩ on #Venezuela  much more!! 8pmE on #TrishRegan 
ALSO on TONIGHT-the man we recognize as Pres of Venezuela ⁦@jguaido⁩ !! AND ⁦@marcorubio⁩ who has supported Venezuela from start. BIG night! live 8pm #FoxBusiness ",;;Pres of Venezuela;Venezuela;;,;;Pres of Venezuela;Venezuela;;,,betovzla
314,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,nolascopaz
315,"SOUTHCOM, HASC, Venezuela","#SOUTHCOM’s Adm. Faller at #HASC on #Venezuela crisis: “Russia provides lifelines through loans, technical and military support, and rhetoric.” ","Adm. Faller, Russia","Adm. Faller, Russia",,elviejomiguelc
316,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,Oscar_Aportela
317,Hawaii,@maziehirono @realDonaldTrump Your a disgrace hirono. That was awful to watch. No wonder why #Hawaii is in decline. If it so bad here maybe you should move to #Venezuela,hirono;;;,hirono;;;,https://twitter.com/i/web/status/1123672848357363712,Concern84783495
318,CUBA,@SenRickScott @WSJ SO WHAT ABOUT TERMINATING THE #CUBA REGIME ? WE ALL KNOW THAT THEY ARE RESPONSIBLE FOR ALL INSTABILITY IN THE REGION NOT ONLY FOR THE DESTRUCTION OF #VENEZUELA THEY ARE A DANGER A REAL ONE @marcorubio @AmbJohnBolton @realDonaldTrump @MikePompeo4USA @WHAAsstSecty,;,;,,GraziaGaggero
319,"Venezuela, socialist","#Venezuela tried the #socialist experiment, and it failed miserably. With the economy underwater and inflation at 76,954%/yr, it’s clear to see why Venezuelans are revolting. ",; Venezuelans,; Venezuelans,,SwagPersona
320,Venezuela,The United States will not waver in its support for freedom in #Venezuela. Read more.  #EstamosUnidosVE,United States;;,United States;;,https://go.usa.gov/xm5T8,mariamrojas343
321,Cuba,"Friends, I tell you what is happening in #Cuba. 
The people have taken to the streets and squares, and they are united as a family to demand respect and support #venezuela. ",;,;,,abiaguiar
322,,Is Pompeo getting talking points from @Maddow now? 🤔,Pompeo,Pompeo,https://twitter.com/conflictsw/status/1123343977837670407,ChrisGillmann
323,"Venezuela, TrishRegan","TONIGHT - hear directly from ⁦@realDonaldTrump⁩ on #Venezuela  much more!! 8pmE on #TrishRegan 
ALSO on TONIGHT-the man we recognize as Pres of Venezuela ⁦@jguaido⁩ !! AND ⁦@marcorubio⁩ who has supported Venezuela from start. BIG night! live 8pm #FoxBusiness ","
;;Pres of Venezuela;Venezuela;;","
;;Pres of Venezuela;Venezuela;;",,cnniscancer
324,venezuela,"Cheat sheet for today #venezuela:

-@jguaido is NOT the opposition leader. He’s the constitutionally-appointed interim president

-Nicolas Maduro is not the president. He’s a self-appointed dictator

-This is NOT a Coup. It’s the restoration of democracy",;;;Nicolas Maduro;;;democracy,;;;Nicolas Maduro;;;democracy,,felixgt1960
325,"30Abr, Venezuela, Peace, 1May, VamosConTodo, UnitedNations, LibertadParaVenezuela",Image of the day...4/30/2019 #30Abr #Venezuela #Peace #1May #VamosConTodo #UnitedNations #LibertadParaVenezuela,,,,annettecasals
326,"France, MayDay","Wow. Absolute chaos today in #France on #MayDay.

But most media outlets won’t be broadcasting Macron’s police assaulting and tear gassing unarmed protesters. They’re too busy generating propaganda to start a war in #Venezuela. #YellowVests #GiletsJaunes ",;;Macron;,;;Macron;,,Hansjarnmark
327,,Send them a USMC freaking division!!,USMC,USMC,https://twitter.com/trish_regan/status/1123392271989211137,LewisMweiR
328,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,dgzs
329,,Russia now threatening U.S. of consequences if military operation in Venezuela launched,"Russia,U.S,Venezuela","Russia,U.S,Venezuela",https://twitter.com/lumworld/status/1123625533936480256,Book_Of_Helios
330,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,Alfredojose2c
331,"Venezuela, TrishRegan","TONIGHT - hear directly from ⁦@realDonaldTrump⁩ on #Venezuela  much more!! 8pmE on #TrishRegan 
ALSO on TONIGHT-the man we recognize as Pres of Venezuela ⁦@jguaido⁩ !! AND ⁦@marcorubio⁩ who has supported Venezuela from start. BIG night! live 8pm #FoxBusiness ",;;Pres of Venezuela;Venezuela;;,;;Pres of Venezuela;Venezuela;;,,tavodiazb82
332,"France, MayDay","Wow. Absolute chaos today in #France on #MayDay.

But most media outlets won’t be broadcasting Macron’s police assaulting and tear gassing unarmed protesters. They’re too busy generating propaganda to start a war in #Venezuela. #YellowVests #GiletsJaunes ",;;Macron;,;;Macron;,,avnersolal2
333,Venezuela,"#Venezuela 🇻🇪 crisis: rallies held again today by both government  opposition. Opposition has called for staggered strikes beginning tomorrow, culminating in a general strike. Govt describes Tuesday's events as attempted coup. No resolution in sight yet: ",;;;,;;;,,DrLumala
334,,Congratulations to Young Voices’ Daniel DiMartino for taking a stand for individual rights in Venezuela on Fox News this morning.,"Young Voices, Daniel DiMartino, Venezuela, Fox News","Young Voices, Daniel DiMartino, Venezuela, Fox News",,brad_polumbo
335,"France, MayDay","Wow. Absolute chaos today in #France on #MayDay.

But most media outlets won’t be broadcasting Macron’s police assaulting and tear gassing unarmed protesters. They’re too busy generating propaganda to start a war in #Venezuela. #YellowVests #GiletsJaunes ",;;Macron;,;;Macron;,,redwhitepaul
336,Venezuela,"Reaction to #Venezuela's shocking decision rise from the bowels of @CNN...
""WHAAAAAT?"" 
""OMG!!!""
""But that's CENSORSHIP!"" 
""We should sue them!""
""They can't do that, we have Freedom of the Press!""
""WE'RE ON MADURO'S SIDE, DOESN'T HE KNOW THAT?""

Remember kids, #Socialism sucks. ",;;;;;;Maduro;,;;;;;;Maduro;,,4annegs
337,Venezuela,"The horrific scenes in #Venezuela today are a stark reminder: You can vote your way into Socialism, but you have to shoot your way out of it.",socialism,,,LeeMillward8
338,"ShepardSmith, MayDay, BarrHearing","#ShepardSmith? @FoxNews, please fire this AssClown! Why not replace Smith with a Man? #MayDay #BarrHearing #MuellerReport #WednesdayMotivation #WednesdayThoughts #NRA #Venezuela #Trump2020 @TuckerCarlson @realDonaldTrump @marklevinshow #Barr @IngrahamAngle ",;;Smith;,;;Smith;,https://twitter.com/i/web/status/1123672873175003137,1americanguy
339,,Now this is a solid lineup!,,,https://twitter.com/trish_regan/status/1123659969101012998,DroppingBombs4Q
340,"Caracas, Venezuela, VamosConToda",#Caracas capitol of #Venezuela today filled with supporters of president Juan Guaido...WOW 👏👏👏👏#VamosConToda,Juan Guaido,Juan Guaido,,cargadeportiva
341,Venezuela,Starbucks Commies that talk about #Venezuela be like:,Starbucks Commies,Starbucks Commies,,jesusgsancheze
342,,"No readout yet on the phone call from @StateDept, but @mfa_russia says Foreign Minister Lavrov told @SecPompeo that  further ""aggressive steps"" in #Venezuela would be fraught with the gravest consequences.",Foreign Minister Lavrov,Foreign Minister Lavrov,,James_Savage15
343,,".@VPITV: Our camera assistant Rubén Brito, was shot in the arm while covering the demonstration in the Altamira Interchange in the area of La Carlota. National Guard Troops shot at members of the press  via @VPITV #Venezuela ","Rubén Brito, Altamira Interchange, La Carlota; National Guard Troops","Rubén Brito, Altamira Interchange, La Carlota; National Guard Troops",,JorgeJuan2089
344,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,77ajmoreno
345,"Venezuela, TrishRegan","TONIGHT - hear directly from ⁦@realDonaldTrump⁩ on #Venezuela  much more!! 8pmE on #TrishRegan 
ALSO on TONIGHT-the man we recognize as Pres of Venezuela ⁦@jguaido⁩ !! AND ⁦@marcorubio⁩ who has supported Venezuela from start. BIG night! live 8pm #FoxBusiness ","
;;Pres of Venezuela;Venezuela;;","
;;Pres of Venezuela;Venezuela;;",,hanita6450
346,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,lgmm1
347,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,V_Ferrer43
348,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,gcorolg
349,,"Don’t worry guys— @AOC and @SenSanders are going to do socialism differently. 
After their government seizes everything with the promise to redistribute it, everything is going to be just fine. 
Don’t worry guys. ",socialism;;,;;,,JerryDavey
350,"Venezuela, FightBack, Barquisimeto, VamosConTodo, 1M","#Venezuela Citizens #FightBack against repression by illegitimate regime in #Barquisimeto today. #VamosConTodo #1M
 ",,,,Liliana52
351,Venezuela,"What’s happening in Venezuela is NOT a coup. @jguaido is the democratically legitimate president according to #Venezuela’s own Constitution.

Nicolás Maduro, on the other hand, is a criminal dictator who rigged the last election. Maduro must go.",Venezuela;Constitution;Nicolás Maduro;Maduro,Venezuela;;Nicolás Maduro;Maduro,,fabiam62
352,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,RLiberalskiddin
353,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,JoseGG_01
354,"Venezuela, FightBack, Barquisimeto, VamosConTodo, 1M","#Venezuela Citizens #FightBack against repression by illegitimate regime in #Barquisimeto today. #VamosConTodo #1M
 ",;,;,,CH_ABISMO
355,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,barbara_bitar
356,,This must be in Venezuela. Can't believe it is Paris...,Venezuela; Paris,Venezuela; Paris,,gavinmyaz
357,"SOUTHCOM, HASC, Venezuela",#SOUTHCOM’s Adm. Faller at #HASC on #Venezuela crisis: “Iran has restarted direct flights from Tehran  reinvigorated diplomatic ties.  Ever-present Cuba provides critical personnel  resources to prop up a corrupt dictator.”,"Adm. Faller, Iran, Tehran;Cuba","Adm. Faller, Iran, Tehran;Cuba",,heberth_f
358,,Now this is a solid lineup!,,,https://twitter.com/trish_regan/status/1123659969101012998,yomival01
359,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,gerardbey
360,"venezuelalibre, operacionlibertad","power to the people

 #venezuelalibre #operacionlibertad ",,,https://twitter.com/AntiChabestiA99/status/1123649672944455681,roo_regina
361,Venezuela,Russia Catches Reuters in Cahoots With Pentagon to Peddle #Venezuela Disinfo - Launches Criminal Proceedings,"Russia, Reuters, Pentagon","Russia, Reuters, Pentagon",,VenezuelaSOSBot
362,"Venezuela, socialist","#Venezuela tried the #socialist experiment, and it failed miserably. With the economy underwater and inflation at 76,954%/yr, it’s clear to see why Venezuelans are revolting. ",;Venezuelans,;Venezuelans,,desapabullada
363,Venezuela,The United States will not waver in its support for freedom in #Venezuela. Read more.  #EstamosUnidosVE,United States;;,United States;;,https://go.usa.gov/xm5T8,ArthurStott
364,"France, MayDay","Wow. Absolute chaos today in #France on #MayDay.

But most media outlets won’t be broadcasting Macron’s police assaulting and tear gassing unarmed protesters. They’re too busy generating propaganda to start a war in #Venezuela. #YellowVests #GiletsJaunes ",;;Macron;;,;;Macron;;,,RealJoelGomes
365,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,Betty36370307
366,"Venezuela, TrishRegan","TONIGHT - hear directly from ⁦@realDonaldTrump⁩ on #Venezuela  much more!! 8pmE on #TrishRegan 
ALSO on TONIGHT-the man we recognize as Pres of Venezuela ⁦@jguaido⁩ !! AND ⁦@marcorubio⁩ who has supported Venezuela from start. BIG night! live 8pm #FoxBusiness ",;;Pres of Venezuela;Venezuela;;,;;Pres of Venezuela;Venezuela;;,,dancronos
367,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,EileenC96245740
368,Venezuela,We stand with the people of #Venezuela because freedom and liberty from oppression should be inalienable rights everywhere. Our government must work with international partners for a peaceful transitional government that can hold new democratic elections. #VivaVenezuelaLibre,;;,;;,,Solutioneer72
369,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,jennifer_0780
370,"Venezuela, TrishRegan","TONIGHT - hear directly from ⁦@realDonaldTrump⁩ on #Venezuela  much more!! 8pmE on #TrishRegan 
ALSO on TONIGHT-the man we recognize as Pres of Venezuela ⁦@jguaido⁩ !! AND ⁦@marcorubio⁩ who has supported Venezuela from start. BIG night! live 8pm #FoxBusiness ",;;Pres of Venezuela;Venezuela;;,;;Pres of Venezuela;Venezuela;;,,linaemachado
371,"1May, Venezuela","#1May #Venezuela One of the tear gas bombs thrown by security forces at protesters in Florida, entered one of the apartments in the surrounding buildings where there were three children . #EnVivo :  ",Florida;,Florida;,,Bendeci00244128
372,,Send them a USMC freaking division!!,USMC,USMC,https://twitter.com/trish_regan/status/1123392271989211137,shabela3
373,Venezuela,.@jguaido vs @NicolasMaduro: Who is backing whom in #Venezuela?,Venezuela,Venezuela,https://www.reuters.com/article/us-venezuela-politics-support-factbox/guaido-vs-maduro-who-is-backing-whom-in-venezuela-idUSKCN1S62DY,fabiam62
374,"Venezuela, charity",Airdrop #Venezuela is a #charity campaign using blockchain technology. The purpose of this campaign is to collect #cryptocurrency worth a million dollars.,;,;,,anuskasarma4
375,,"The sooner everybody understands that defenceless, unarmed civilians are fighting narco murderers, the sooner we will hopefully have the real kind of help we NEED #Venezuela #1May @SecPompeo @VP @UN @GrupoDeLima @IvanDuque @jairbolsonaro @AmbJohnBolton @UNIONEUROPEA @OEA_oficial",,,https://twitter.com/i/web/status/1123672924953640966,vlrglnl4
376,"Venezuela, VenezuelaLibre, VenezuelaEstamosContigo, VenezuelaSeRespeta, VenezuelaEstamosContigo, Venezuela, Guaido",#Venezuela #VenezuelaLibre #VenezuelaEstamosContigo #VenezuelaSeRespeta #VenezuelaEstamosContigo #Venezuela live #Guaido #LeopoldoLopez #LeopoldoLopezLibre #VamosConTodo1M #OperacionLibertad #Libertad #ConTodoPaLaCalle #1Mayo,,,,gervisdmedina
377,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,DarrenStrazek
378,"BREAKING, Venezuela","#BREAKING: Massive movement in Caracas, #Venezuela towards the presidential palace
",Caracas,Caracas,,JLCWood2017
379,Venezuela,"Gods speed to the people of #Venezuela 

Remember all the times the left used Venezuela as the example of successful Socialism ",";Venezuela,socialism",";Venezuela,",,alastairdick
380,"Caracas, Venezuela, VamosConToda",#Caracas capitol of #Venezuela today filled with supporters of president Juan Guaido... WOW 👏👏👏👏#VamosConToda,Juan Guaido;,Juan Guaido;,,MaraRincones5
381,Venezuela,TONIGHT on ‘Trish Regan Primetime’ my exclusive interview with the man the U.S. recognizes as the President of #Venezuela @jguaido - his FIRST tv interview since the uprising. TONIGHT at 8PM et on @FoxBusiness,"Trish Regan Primetime, U.S;","Trish Regan Primetime, U.S;",,cobradulce0214
382,US,"I wasn't an admirer of Maduro but in light of how the #US has rabidly attacked him over the last year, the aggression escalated in latest weeks, he might not be as good as Chavez but he deserves to be the president of #Venezuela.
Today he consolidated his grip on power.","Maduro,Chavez;","Maduro,Chavez;",,dhillos318
383,Venezuela,"This is a good thread on the backstory that has led us to this point in #Venezuela. The Trump Administration is literally healing the world from the poison sting of globalism, one failed state at a time. #MAGA is the road to world peace. 👇 ","; Trump Administration, globalism;","; Trump Administration, ;",,daisyboca
384,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,jesus1311
385,"maduroregime, Venezuela",Violent pro-#maduroregime ‘colectivo’ gangs organizing to carry out attacks today on civilian protests in #Venezuela,,,,DavilaNella
386,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,Dulcemalave
387,Venezuela,"Answer this before getting involved in #Venezuela : If we get involved will things be better there in 10 years, worse or the same? If we help #Guaido take over, the only way to keep him there would be to pour billions in with no end in sight.",;,;,https://twitter.com/i/web/status/1123672943337381889,jimmywhacko
388,"France, MayDay","Wow. Absolute chaos today in #France on #MayDay.

But most media outlets won’t be broadcasting Macron’s police assaulting and tear gassing unarmed protesters. They’re too busy generating propaganda to start a war in #Venezuela. #YellowVests #GiletsJaunes ",;Macron;;,;Macron;;,,cathyraats
389,"TrishRegan, Venezuela",It’s TONIGHT!!! My interview with the President of the United States TONIGHT on #TrishRegan - we’re talking #Venezuela #Border #Economy #Mueller and much much more. Tune in tonight for @realDonaldTrump 8pmE #FoxBusiness,; President of the United States;,; President of the United States;,,Scotchkarma
390,Yemen,"There is a literal genocide going on right now in #Yemen where a child dies every 12 minutes as a result of the Saudi Arabia-US-UKled war. But our mainstream media is too busy concocting lies about #Venezuela to give one iota of a damn.

Let that sink in. ","Saudi Arabia,US,UK;;","Saudi Arabia,US,UK;;",,Mabukon
391,"France, MayDay","Wow. Absolute chaos today in #France on #MayDay.

But most media outlets won’t be broadcasting Macron’s police assaulting and tear gassing unarmed protesters. They’re too busy generating propaganda to start a war in #Venezuela. #YellowVests #GiletsJaunes ",;;Macron;;,;;Macron;;,,fictionarrative
392,Venezuela,@telecom2k3 @Top_Sergeant @realDonaldTrump He imposed the strongest sanctions of any PRESIDENT on #Venezuela and is supporting the ELECTED President not your friend in the #MaduroRegime,,,https://twitter.com/i/web/status/1123672950664724486,rm2014rick
393,,"Shocking scenes in Venezuela as defected soldiers fire back to protect protesters from pro-Maduro forces attack.  #OperacionLibertad #Venezuela
 ","Venezuela, Maduro;","Venezuela, Maduro;",,MFolsh
394,"France, MayDay","Wow. Absolute chaos today in #France on #MayDay.

But most media outlets won’t be broadcasting Macron’s police assaulting and tear gassing unarmed protesters. They’re too busy generating propaganda to start a war in #Venezuela. #YellowVests #GiletsJaunes ",;;Macron;;,;;Macron;;,,mariabirchwood
395,"factcheck, Venezuela","Am going to do this stupid #factcheck thing all over again because of some other rando anon #Venezuela account?

Of course I am!",;,;,https://twitter.com/i/web/status/1123672956255789056,steffanwatkins
396,,"With friends like Donald Trump, Mike Pence, John Bolton, Elliott Abrams, Ted Cruz and Marco Rubio, it doesn't take a genius to work out that Juan Guaido must be dodgy as fuck. This isn't about freedom for Venezuelans. This is about profit for the American fossil fuel industry. ","Donald Trump, Mike Pence, John Bolton, Elliott Abrams, Ted Cruz, Marco Rubio, Juan Guaido; Venezuelans; American fossil fuel industry","Donald Trump, Mike Pence, John Bolton, Elliott Abrams, Ted Cruz, Marco Rubio, Juan Guaido; Venezuelans; American fossil fuel industry",,anaconda50
397,,Send them a USMC freaking division!!,USMC,USMC,https://twitter.com/trish_regan/status/1123392271989211137,cesareligio
398,Venezuela,⁦@UNICEF⁩ works everyday at the border for thousands of children from #Venezuela to attend school in Colombia and not to miss a day of learning #achildisachild #Education ⁦@UNICEFEducation⁩,Colombia,Colombia,,la_marfa
399,"Venezuela, TrishRegan","TONIGHT - hear directly from ⁦@realDonaldTrump⁩ on #Venezuela  much more!! 8pmE on #TrishRegan 
ALSO on TONIGHT-the man we recognize as Pres of Venezuela ⁦@jguaido⁩ !! AND ⁦@marcorubio⁩ who has supported Venezuela from start. BIG night! live 8pm #FoxBusiness ",;;Pres of Venezuela;Venezuela;;,;;Pres of Venezuela;Venezuela;;,,LeeKeeling45
400,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,cthill247
401,"Venezuela, Catalonia","#Venezuela, Apr-2019? No, Spanish occupation forces attacking independence referendum voters in #Catalonia, Oct-2917.
",;,;,,PTalamanca
402,"Venezuela, TrishRegan","TONIGHT - hear directly from ⁦@realDonaldTrump⁩ on #Venezuela  much more!! 8pmE on #TrishRegan 
ALSO on TONIGHT-the man we recognize as Pres of Venezuela ⁦@jguaido⁩ !! AND ⁦@marcorubio⁩ who has supported Venezuela from start. BIG night! live 8pm #FoxBusiness ",;;Pres of Venezuela;Venezuela;;,;;Pres of Venezuela;Venezuela;;,,jeximarochoa
403,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,totolinda_bina
404,"morintoon, Venezuela, MaduroRegime, Guaido, VenezuelaEnVivo",Maduro needs to take a hint #morintoon #Venezuela #MaduroRegime #Guaido #VenezuelaEnVivo,Maduro,Maduro,,MorinToon
405,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,keyla1311
406,Yemen,"Starving millions and millions of men, women and children in #Yemen to death is “in America’s best interest” according to warmonger Mike Pompeo.

And yet this is the same individual who will deliver “freedom” and “democracy” to the people of #Venezuela? 

Get the hell outta here. ","America, Mike Pompeo;;;","America, Mike Pompeo;;;",,Jonharding77
407,,"AR-57 uppers, manufactured by one small company in Kent, Washington. It's fed by a P90 magazine on top and ejects through the mag well on the bottom. The magazine that is in place is gutted for brass collection. Now how did these get into the hands of opposition forces and why... ","AR-57, Kent, Washington; P90;;","AR-57, Kent, Washington; P90;;",,CUIDADX
408,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,jhonnyColmenarP
409,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,JuanKDaSilva
410,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,echaopalante_
411,,".@ScottforFlorida wants  military intervention in Venezuela without holding any public hearings on the crisis, without vetting all possible costs  benefits of another regime change war. Scott embraces ignorance; Ignored Broward/DWS election rigging until it was his own election. ","Venezuela;Scott, Broward, DWS","Venezuela;Scott, Broward, DWS",,HPNGMCHN8
412,Maracaibo,"Pro-Maduro people armed with stones get off from police vehicles to attack protestants
14:40 local time
#Maracaibo 
#Zulia 
#Venezuela",Maduro;;;,Maduro;;;,https://twitter.com/i/web/status/1123672986291195905,AndresEscarra
413,Venezuela,"While Trump is pushing a coup in #Venezuela and imposing crushing economic sanctions, it is supporting a government in neighboring Colombia that is destroying the 2016 peace agreement as hundreds of social activists are murdered","Trump,Colombia","Trump,Colombia",,Chad_Acosta_
414,"Venezuela, Honduras","While the media is fixated on the attempted coup in #Venezuela, they are completely silent on the riots in #Honduras, where a government building was set on fire. That's because the president is a US puppet installed after the 2009 Obama-Hillary coup, so nothing to see here. ",";US,Obama,Hillary",";US,Obama,Hillary",,Twinkie_Defense
415,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,HastaLibertad
416,Venezuela,"This really is a disgraceful comment from Pepe Mujica about demonstrators in #Venezuela run down by armoured vehicles. They shouldn't have got in the way, he suggests. ",Pepe Mujica;,Pepe Mujica;,,oscarsotoc
417,"Maduro, Venezuela",#Maduro sends his troops out to militarize the streets in #Venezuela,,,,LoliLoli2823
