,2nd Iteration Candidates,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,index,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
1285,,Edgar did him!,['edgar'],[],0.0,UFC211,,nan,['edgar'],0,['edgar'],2018-02-20 22:54:51.712725,3034,iitsjordan_
1286,,Who's running against @RepSamGraves next?,[],[],0.0,AHCA,,,[],0,[],2018-02-20 22:54:51.712996,1000,gillMOca
1287,,"I've got some money I'd like to donate, thanks to his vote for the reprehensible",[],[],0.0,AHCA,,,[],1,[],2018-02-20 22:54:51.712996,1000,gillMOca
1288,,The culture  is garden gnomes.,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.713731,2418,pepeleehay
1289,,Congrats to  for the victory at .,[],[],0.0,"Portugal, Eurovision, Bulgaria, portugaleurovision",,,[],0,[],2018-02-20 22:54:51.714067,1419,betbitlive
1290,,Also to  for coming in a strong 2nd place!,[],[],0.0,"Portugal, Eurovision, Bulgaria, portugaleurovision",,2nd::*7*||,[],1,[],2018-02-20 22:54:51.714067,1419,betbitlive
1291,,"Hey ,",[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.714800,2424,RedPilled88
1292,,Don't let anyone tell you that you're worth less because of your skin color.,[],[],0.0,WhitePeople,,,[],1,[],2018-02-20 22:54:51.714800,2424,RedPilled88
1293,,Oh &amp; you can be ra…,[],[],0.0,WhitePeople,,,[],2,[],2018-02-20 22:54:51.714800,2424,RedPilled88
1294,,Trying to understand why  feel so oppressed:,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.715604,2371,Unity_Coach
1295,,"Punchfaces galore, y'all.",[],[],0.0,UFC211,,,[],0,[],2018-02-20 22:54:51.715991,2782,GleidsonMMA
1296,,That was ridic.,[],[],0.0,UFC211,,,[],1,[],2018-02-20 22:54:51.715991,2782,GleidsonMMA
1297,,The Netherlands' had such a good ballad damn.,['netherlands'],"['the netherlands', 'disney']",0.0,eurovision,,Netherlands::*1*||,"['the netherlands', 'disney']",0,['disney'],2018-02-20 22:54:51.716419,1155,jojothehobbit
1298,,It sounds like something from a Disney soundtrack,['disney'],"['the netherlands', 'disney']",0.0,eurovision,,Disney::*6*||,"['the netherlands', 'disney']",1,['disney'],2018-02-20 22:54:51.716419,1155,jojothehobbit
1299,,Yikes two of my favorite fighters up next!,[],[],0.0,"FansWin, UFC211, JorgeMasvidal, DamienMaia",,,[],0,[],2018-02-20 22:54:51.717322,2780,CollinBreaux
1300,,@ufc,[],[],0.0,"FansWin, UFC211, JorgeMasvidal, DamienMaia",,,[],1,[],2018-02-20 22:54:51.717322,2780,CollinBreaux
1301,,House Republicans were asked to walk the plank on Trumpcare and they did.,"['house republicans', 'trumpcare']",[],0.0,nan,,House Republicans::*0*1*||Trumpcare::*9*||,['trumpcare'],0,['house'],2018-02-20 22:54:51.717807,792,Resistanceraven
1302,,Hello 2018,[],[],0.0,nan,,nan,['trumpcare'],1,['house'],2018-02-20 22:54:51.717807,792,Resistanceraven
1303,,FUN FACT: The FBI had a warrant on Trump's Foreign Policy Advisor believing he was acting as an agent of Russia,"['fbi', 'trump', 'foreign policy advisor', 'russia']","['foreign policy advisor', 'russia', 'fbi']",0.0,nan,,FUN FACT::*0*1*||FBI::*3*||Trump's Foreign Policy Advisor::*8*9*10*11*||Russia::*20*||,"['trump', 'russia']",0,"['fbi', 'russia']",2018-02-20 22:54:51.718627,470,TheDragoEffect
1304,,When someone asks how I am doing,[],[],0.0,Eurovision,,,[],0,[],2018-02-20 22:54:51.720488,1090,MeeraAlSuwaidii
1305,,@francisconguy16 @SenBobCasey @HouseGOP  is further split between the rich and the not rich.,[],[],0.0,AHCA,,,[],0,[],2018-02-20 22:54:51.720853,1024,woodmeister50
1306,,I won't say poor because the middle class will be greatly impacted.,[],[],0.0,AHCA,,,[],1,[],2018-02-20 22:54:51.720853,1024,woodmeister50
1307,,"are supposed to have white privilege but someone stole mine and made me work for every dime i got,i was robbed!",[],[],0.0,WhitePeople,,nan,[],0,[],2018-02-20 22:54:51.721643,2204,TheFunEndsNow
1308,,@NiallOfficial @1027KIISFM @iHeartRadio Niall when can I preorder the album.??,['niall'],[],0.0,nan,,Niall::*3*||,[],0,['niall'],2018-02-20 22:54:51.721836,1623,musicsoul_1
1309,,😍 and book tix for tour.?,[],[],0.0,nan,,,[],1,['niall'],2018-02-20 22:54:51.721836,1623,musicsoul_1
1310,,I need them so bad 😍😍,[],[],0.0,nan,,,[],2,['niall'],2018-02-20 22:54:51.721836,1623,musicsoul_1
1311,,No wonder Carter Page is the Trump advisor that other Trump staffers deny ever seeing at Trump Tower.,"['carter page', 'trump', 'trump', 'trump tower']","['the trump advisor', 'trump tower', 'carter page']",0.0,nan,,Carter Page::*2*3*||Trump::*6*||Trump::*10*||Trump Tower::*16*17*||,"['carter page', 'trump', 'trump', 'trump tower']",0,"['carter page', 'trump', 'trump', 'trump']",2018-02-20 22:54:51.722769,12,mallsta
1312,,He's one of the most complicit.,[],"['the trump advisor', 'trump tower', 'carter page']",0.0,nan,,,"['carter page', 'trump', 'trump', 'trump tower']",1,"['carter page', 'trump', 'trump', 'trump']",2018-02-20 22:54:51.722769,12,mallsta
1313,,Me looking at this  💀💀💀,[],[],0.0,whitepeople,,,[],0,[],2018-02-20 22:54:51.724072,2474,THEMALCOLMALI
1314,,That one time when Maia squeezed Rick Story's brain out of his head,"['maia', 'rick story']",['rick story'],0.0,UFC211,,Maia::*4*||Rick Story's::*6*7*||,"['maia', 'rick story']",0,"['maia', ""rick story's""]",2018-02-20 22:54:51.724415,2915,MikeyRukus
1315,,GOP celebrating like they won the game.,['gop'],['gop'],0.0,AHCA,,,[],0,['gop'],2018-02-20 22:54:51.725140,740,mwthewiz
1316,,"While in actuality, they have a one point lead at halftime.",[],['gop'],0.0,AHCA,,,[],1,['gop'],2018-02-20 22:54:51.725140,740,mwthewiz
1317,,Romania🇷🇴 Russia🇷🇺 Serbia🇷🇸 Sweden🇸🇪 Switzerland🇨🇭 UK🇬🇧Bahamas🇧🇸 Canada🇨🇦 CostaRica🇨🇷 have Universal Health Care,"['romania', 'russia', 'serbia', 'sweden', 'switzerland', 'uk', 'bahamas', 'canada', 'costarica', 'universal health care']",[],0.0,"AHCA, ObamaCare, TrumpCare",,nan,['universal health'],0,['universal health care'],2018-02-20 22:54:51.725836,881,YourAnonCentral
1318,,@FrankieEdgar was fired up walking by media row.,[],['media row'],0.0,nan,,,[],0,[],2018-02-20 22:54:51.726243,2757,DbLaZe802
1319,,He just sent a reminder to anyone who doubted him going into this fight,[],['media row'],0.0,nan,,,[],1,[],2018-02-20 22:54:51.726243,2757,DbLaZe802
1320,,Niall cantando 'On the Loose' esta tarde en el !,"['niall cantando', 'on the loose']","[""'on the loose'""]",0.0,WangoTango,,On the Loose::*2*3*4*||,[],0,['niall'],2018-02-20 22:54:51.726992,1900,janettaguillon
1321,,Love you @HaileeSteinfeld!!!,[],[],0.0,WangoTango,,,[],0,[],2018-02-20 22:54:51.727524,1831,Mendes_franta
1322,,Can't wait to see you perform later at,[],[],0.0,WangoTango,,,[],1,[],2018-02-20 22:54:51.727524,1831,Mendes_franta
1323,,Our Ukraine  hosts did a fantastic job!,['ukraine'],['our ukraine'],0.0,Eurovision,,Ukraine::*1*||,"['ukraine', 'oleks skichko', 'vova ostapchuk', 'timur m…']",0,"['ukraine', 'vova ostapchuk', 'timur m…']",2018-02-20 22:54:51.728107,1238,KatinCumming
1324,,"Congrats and thanks to Oleks Skichko, Vova Ostapchuk and Timur M…","['oleks skichko', 'vova ostapchuk', 'timur m']",['our ukraine'],0.0,Eurovision,,nan,"['ukraine', 'oleks skichko', 'vova ostapchuk', 'timur m…']",1,"['ukraine', 'vova ostapchuk', 'timur m…']",2018-02-20 22:54:51.728107,1238,KatinCumming
1325,,"Maia is awesome, but walking out to Numb by Linkin Park is not.","['maia', 'numb', 'linkin park']",[],0.0,UFC211,,Numb by Linkin Park::*7*8*9*10*||,"['maia', 'linkin park']",0,"['maia', 'linkin park']",2018-02-20 22:54:51.728822,2682,Super_EWilliams
1326,,Andy Biggs was sole  Congressional  House member to vote against  repeal,"['andy biggs', 'congressional house']","['andy biggs', 'congressional  house']",0.0,"AZ, GOP, ACA",,Andy Biggs::*0*1*||Congressional House::*4*5*||,['andy biggs'],0,"['andy biggs', 'congressional house']",2018-02-20 22:54:51.729492,827,SusanHowardSXSW
1327,,Looks like there is something there.,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.730209,307,Tweetypot
1328,,@aaroncarter is up next at our  Village.,[],[],0.0,WangoTango,,Village::*6*||,['our village'],0,[],2018-02-20 22:54:51.730470,1885,NJHLove93
1329,,LATE Flight Back to   2day show   VIP PASS meet&amp;greet $48.00 plus,[],[],0.0,"LosAngeles, ILLMUZAKMANAGEMENT, tourlife, MIXTAPE, Empire, Eurovision, 11pm",,LATE Flight Back::*0*1*2*||2day::*4*||VIP PASS::*6*7*||,[],0,[],2018-02-20 22:54:51.730986,1295,24HOURGRIND
1330,,The four horsemen of the apocalypse.,['apocalypse'],[],0.0,Eurovision,,,[],0,[],2018-02-20 22:54:51.731749,1165,spinzaku35
1331,,It's good to see Linkin Park are still a thing...,['linkin park'],[],0.0,ufc211,,Linkin Park::*4*5*||,['linkin park'],0,['linkin park'],2018-02-20 22:54:51.732111,3000,EliasTheodorou
1332,,@maroon5 WE NEED A GUITAR SOLO ON THE NEXT ALBUM,[],[],0.0,WangoTango,,,[],0,[],2018-02-20 22:54:51.732682,1728,fantasygirlm5
1333,,Matchmaker Joe Silva will be inducted into the  HOF this July.,"['joe silva', 'july']",['joe silva'],0.0,"UFC, UFC211",,Matchmaker Joe Silva::*0*1*2*||HOF::*8*||July::*10*||,['matchmaker joe silva'],0,['joe silva'],2018-02-20 22:54:51.733218,2644,BeardedMMA
1334,,Well deserved for sure!,[],['joe silva'],0.0,"UFC, UFC211",,,['matchmaker joe silva'],1,['joe silva'],2018-02-20 22:54:51.733218,2644,BeardedMMA
1335,,@shaltsch Sam Clovis.,['sam clovis'],['sam clovis'],0.0,nan,,Sam Clovis::*1*2*||,['sam clovis'],0,['sam clovis.'],2018-02-20 22:54:51.734219,128,ChristinLuvsSno
1336,,"WATCH: Democrats Taunt House Republicans After Trumpcare Vote, Sing 'Na Na Na Na, Hey, Goodbye'","['democrats', 'house republicans', 'trumpcare']",[],0.0,nan,,nan,"['democrats', 'na na na na']",0,[],2018-02-20 22:54:51.734636,815,shanandcrew
1337,,Decorum Abounds,[],[],0.0,nan,,nan,"['democrats', 'na na na na']",1,[],2018-02-20 22:54:51.734636,815,shanandcrew
1338,,@HeyTammyBruce FBI  / Hillary's Andrew McCabe was secretly working with Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary!,"['fbi', 'hillary', 'andrew mccabe', 'lynch/obama/rice', 'trump', 'donald trump']","['carter page', 'fbi', 'andrew mccabe']",0.0,nan,,FBI::*1*||Hillary's Andrew McCabe::*3*4*5*||Lynch::*10*||Obama::*11*||Rice::*12*||Donald Trump::*16*17*||,"['fbi', 'hillary', 'andrew mccabe', 'donald trump', 'carter page']",0,"['fbi', 'andrew mccabe', 'donald trump']",2018-02-20 22:54:51.735150,314,glennyork
1339,,Carter Page,['carter page'],"['carter page', 'fbi', 'andrew mccabe']",0.0,nan,,nan,"['fbi', 'hillary', 'andrew mccabe', 'donald trump', 'carter page']",1,"['fbi', 'andrew mccabe', 'donald trump']",2018-02-20 22:54:51.735150,314,glennyork
1340,,Some  enjoy reading the classics....,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.736610,2201,cobaltwest
1341,,Unravelling!,[],"['fbi', 'the washington post', 'carter page', 'the washington post', 'adviser']",0.0,nan,,nan,"['fbi', 'trump', 'carter page', 'the washington post']",0,"['fbi', 'fisa', 'trump', 'washington post']",2018-02-20 22:54:51.736958,441,AimeeDearmon
1342,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']","['fbi', 'the washington post', 'carter page', 'the washington post', 'adviser']",0.0,nan,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*13*14*||,"['fbi', 'trump', 'carter page', 'the washington post']",1,"['fbi', 'fisa', 'trump', 'washington post']",2018-02-20 22:54:51.736958,441,AimeeDearmon
1343,,I am fully in on this fight.,[],[],0.0,UFC211,,,['masvidal'],0,"['maia', 'masvidal']",2018-02-20 22:54:51.738024,2860,TheBeardist
1344,,I really want Maia to win...but I ain't mad at Masvidal winning either.,['maia'],[],0.0,UFC211,,Maia::*3*||Masvidal::*11*||,['masvidal'],1,"['maia', 'masvidal']",2018-02-20 22:54:51.738024,2860,TheBeardist
1345,,while republic*ns r rejoicing in carts of beer &amp; celebratory songs millions of americans will die in the coming yrs bc of lack of healthcare,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.738958,931,mustardyeIIow
1346,,The latest TheTVKing!,[],[],0.0,"doctorwho, eurovision",,TheTVKing::*2*||,[],0,[],2018-02-20 22:54:51.739153,1159,thetvking
1347,,Thanks to @FilmBookTomasi @MarkDeklin @tellymix,[],[],0.0,"doctorwho, eurovision",,,[],1,[],2018-02-20 22:54:51.739153,1159,thetvking
1348,,"Actually, they are admitting that they're !",[],[],0.0,LOSERS,,,[],0,[],2018-02-20 22:54:51.739752,2242,Newsericks
1349,,This.,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.740129,1740,wulffisthename
1350,,Is.,[],[],0.0,nan,,nan,[],1,[],2018-02-20 22:54:51.740129,1740,wulffisthename
1351,,Horrifying.,[],[],0.0,nan,,nan,[],2,[],2018-02-20 22:54:51.740129,1740,wulffisthename
1352,,Tele-POR-ting into,[],[],0.0,Eurovision,,nan,[],0,[],2018-02-20 22:54:51.740453,1182,unni_hyeok
1353,,I know y'all see the ba...nvm,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.740669,2342,NonchalantJu_
1354,,George Soros Feels No Guilt In Helping The Nazis   i,"['george soros', 'nazis']",[],0.0,"Eurovision, UFC211, Portugal, WhitePeople",,nan,['george soros'],0,"['george soros', 'nazis']",2018-02-20 22:54:51.741028,1377,ZebedeeGrampa
1355,,So this just happened on,[],[],0.0,Eurovision,,,[],0,[],2018-02-20 22:54:51.741364,1200,_skankhunt
1356,,Hate crimes against  are real despite all that your 'gender studies' professor taught you.,['gender studies'],['professor'],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.741686,2215,cy_frost
1357,,You will not replace us,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.742194,2537,WeAreWatching1
1358,,Christ.,['christ'],['dolly parton'],0.0,nan,,nan,['dolly parton'],0,['dolly parton'],2018-02-20 22:54:51.742506,1764,rickydigital
1359,,As Dolly Parton dies a little bit more.....,['dolly parton'],['dolly parton'],0.0,nan,,Dolly Parton::*1*2*||,['dolly parton'],1,['dolly parton'],2018-02-20 22:54:51.742506,1764,rickydigital
1360,,you hear that?,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.743118,611,Apt104
1361,,Fuck all of them.,[],[],0.0,nan,,nan,[],1,[],2018-02-20 22:54:51.743118,611,Apt104
1362,,Regardless.,[],[],0.0,"UFC211, UFCDallas",,nan,"['maia', 'ufc']",0,"['maia', 'ufc']",2018-02-20 22:54:51.743508,2575,DylanBagwell
1363,,Maia is a legend in this sport as well.,['maia'],[],0.0,"UFC211, UFCDallas",,,"['maia', 'ufc']",1,"['maia', 'ufc']",2018-02-20 22:54:51.743508,2575,DylanBagwell
1364,,He has so much experience and has been in the UFC for over 10 years!!,[],[],0.0,"UFC211, UFCDallas",,UFC::*10*||,"['maia', 'ufc']",2,"['maia', 'ufc']",2018-02-20 22:54:51.743508,2575,DylanBagwell
1365,,what the contestants think we want to see vs. what we really want to see,[],[],0.0,"Eurovision, Eurovision2017",,nan,[],0,[],2018-02-20 22:54:51.744567,1093,cinamink_toast
1366,,tonight 7 Irish lads in Kiev looking for tickets if any one could help out we drove over @RTE2fm…,"['irish', 'kiev']",['kiev'],0.0,EUROVISION,,7 Irish::*1*2*||Kiev::*5*||,['kiev'],0,['kiev'],2018-02-20 22:54:51.744786,1527,kXfu5Bgmn2FIiSx
1367,,s  is 's 'cool karma chameleon' and also a big favourite!,[],[],0.0,"Italy, FrancescoGabbani, Eurovision",,nan,[],0,[],2018-02-20 22:54:51.745655,1516,dzulkarnainasso
1368,,Yair Rodriguez left eye swollen shut from Frankie Edgar's punishing strikes via elbows and jabs.,"['yair rodriguez', 'frankie edgar']",['frankie edgar'],0.0,UFC211,,Yair Rodriguez::*0*1*||Frankie Edgar's::*7*8*||,"['yair rodriguez', 'frankie edgar']",0,"['yair rodriguez', ""frankie edgar's""]",2018-02-20 22:54:51.745839,2615,combatesmundial
1369,,The noose slowly tightens,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.746597,267,blainey
1370,,Camila and @machinegunkelly performing on  (@iHeartRadio on Snapchat),['camila'],['snapchat'],0.0,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,Snapchat::*7*||,[],0,['camila'],2018-02-20 22:54:51.746897,2005,garciacabello2
1371,,0/10 UNTIL THAT GORILLA CAME OUT 100000/10,['gorilla'],[],0.0,"Eurovision, ITA",,nan,[],0,[],2018-02-20 22:54:51.747451,1481,mattismylife97
1372,,Niall cantando On The Loose en el  .,"['niall cantando', 'on the loose']",[],0.0,WangoTango,,Loose::*4*||,[],0,['niall'],2018-02-20 22:54:51.747636,1924,NEIDA_1D200
1373,,-CT♡,[],[],0.0,WangoTango,,nan,[],1,['niall'],2018-02-20 22:54:51.747636,1924,NEIDA_1D200
1374,,Makes it seem like Nunes and the WH colluded to hide the real reason the admin was surveilled.,"['nunes', 'wh']",[],0.0,nan,,Nunes::*4*||WH::*7*||,[],0,['nunes'],2018-02-20 22:54:51.748247,518,wdrewcurtis
1375,,"You know, like a liar does.",[],[],0.0,nan,,,[],1,['nunes'],2018-02-20 22:54:51.748247,518,wdrewcurtis
1376,,"News of FISA Warrant against Carter Page, continuing silence on Flynn, fits inference they've nailed Trump.","['fisa', 'carter page', 'flynn', 'trump']",['carter page'],0.0,nan,,News of FISA Warrant::*0*1*2*3*||Carter Page::*5*6*||Flynn::*10*||Trump::*15*||,"['carter page', 'flynn', 'trump']",0,['carter'],2018-02-20 22:54:51.749285,170,KeithOlbermann
1377,,From 4/4,[],['carter page'],0.0,nan,,nan,"['carter page', 'flynn', 'trump']",1,['carter'],2018-02-20 22:54:51.749285,170,KeithOlbermann
1378,,Thank you to those who voted yes.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.750447,697,MizTiques7
1379,,We need a redo on unaffordable obamacare,[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:51.750447,697,MizTiques7
1380,,Camila on the backstage of,['camila'],[],0.0,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",,,['camila'],0,['camila'],2018-02-20 22:54:51.751026,1962,garciacabello2
1381,,"To   and  , -   signs MoU",[],[],0.0,"boost, technology, investment, cooperation, Pak, Oman, Investment, Company, Eurovision",,MoU::*5*||,[],0,[],2018-02-20 22:54:51.751455,1124,OmansFriends
1382,,Liam!,['liam'],[],0.0,WangoTango,,nan,['liam'],0,[],2018-02-20 22:54:51.751908,1838,xXTwinFlamesXx
1383,,@NiallOfficial had all of  swooning over  &amp; more!,[],[],0.0,"WangoTango, SlowHands, proud",,,[],0,[],2018-02-20 22:54:51.752153,1893,Selxna1D
1384,,"I agree!I'm proud to be white too &amp; everyone should be proud of their race no matter what, it's just showing God gratitude.",[],[],0.0,nan,,God::*21*||,['god'],0,[],2018-02-20 22:54:51.752573,2105,colettey6
1385,,Modern day KKK shit...period,['kkk'],['kkk'],0.0,whitepeople,,,[],0,[],2018-02-20 22:54:51.753396,2400,d_o_beatz
1386,,Niall no backstage do  ontem - 13/05.,['niall'],[],0.0,WangoTango,,,[],0,['niall'],2018-02-20 22:54:51.753867,2038,TekaEstefani
1387,,"Suit up fam, we're taking over this hashtag",[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.754355,2494,RedPilled88
1388,,Please be with me tonight - song number 1!,[],[],0.0,"TeamIMRI, IFeelAlive",,,[],0,[],2018-02-20 22:54:51.754913,1234,gomex_mendes
1389,,Let's rock!,[],[],0.0,"TeamIMRI, IFeelAlive",,,[],1,[],2018-02-20 22:54:51.754913,1234,gomex_mendes
1390,,🇮🇱🇺🇦💪🏼,[],[],0.0,"TeamIMRI, IFeelAlive",,,[],2,[],2018-02-20 22:54:51.754913,1234,gomex_mendes
1391,,----------------------------,[],[],0.0,"TeamIMRI, IFeelAlive",,,[],3,[],2018-02-20 22:54:51.754913,1234,gomex_mendes
1392,,"Gatekeeper doin his thing, that eye though",[],[],0.0,ufc211,,,[],0,[],2018-02-20 22:54:51.756218,2685,Del_Thinks
1393,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post Must read....,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']","['the washington post', 'fbi', 'adviser', 'carter page']",0.0,nan,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*13*14*||,"['fbi', 'trump', 'carter page', 'the washington']",0,"['fbi', 'fisa', 'trump']",2018-02-20 22:54:51.756665,311,tahoecalif
1394,,Swine then and now.,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.757759,1029,thecircledancer
1395,,Do it for your lover,[],[],0.0,Eurovision,,,[],0,[],2018-02-20 22:54:51.758035,1405,CarlitaLincecum
1396,,White women tired of your disrespect fuckoooffffff,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.758334,2554,Felisha83819049
1397,,.......he can lead the @fbi to big &amp; bigger elephants in room.,[],['fbi'],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.758716,290,jcbriones
1398,,"What can I say, it's complicated  @Camila_Cabello @machinegunkelly",[],[],0.0,wangotango,,,[],0,[],2018-02-20 22:54:51.758906,1872,nathalia9901
1399,,@funder Carter Page is such an unhinged person.,['carter page'],"['carter page', 'russia']",0.0,nan,,Carter Page::*1*2*||,"['carter page', 'russia']",0,['russia'],2018-02-20 22:54:51.759278,359,jacobsfam
1400,,Can believe I'm saying this but is this the best Russia could find?,['russia'],"['carter page', 'russia']",0.0,nan,,Russia::*10*||,"['carter page', 'russia']",1,['russia'],2018-02-20 22:54:51.759278,359,jacobsfam
1401,,Spineless Mayonnaise Turds Celebrate Victory Over Michelob Lites &amp; Hair Plug Procedures (covered by ),['mayonnaise'],[],0.0,AHCA,,Spineless Mayonnaise Turds Celebrate Victory::*0*1*2*3*4*||Michelob Lites::*6*7*||Hair Plug Procedures::*9*10*11*||,['spineless mayonnaise turds celebrate victory over michelob lites'],0,[],2018-02-20 22:54:51.760303,990,grinandberit
1402,,"Re  Carter Page: Please Do Hold Your    Breath, K?",['carter page'],[],0.0,"TrumpRussia, UniteBlue, TheResistance, Maddow",,nan,['carter page'],0,[],2018-02-20 22:54:51.761267,504,JohnLaraway
1403,,And Get Help  : -),[],[],0.0,"TrumpRussia, UniteBlue, TheResistance, Maddow",,Get Help::*1*2*||,['carter page'],1,[],2018-02-20 22:54:51.761267,504,JohnLaraway
1404,,Camila no Instagram story da @ashlee_juno,"['camila', 'instagram']",['instagram'],0.0,WangoTango,,Instagram::*2*||,[],0,['camila'],2018-02-20 22:54:51.761898,1945,Cclmjauregui
1405,,"Liberalism has taken on a new shape, now what was reality and made sense is now hypocritical and deserves impeachment😂 be careful liberals!",['liberalism'],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.762352,2540,JKBoyer77
1406,,just took a giant step toward undoing 's greatest legacy     @Independent,[],[],0.0,"Trump, Obama, TheGOP, Obamacare",,,[],0,[],2018-02-20 22:54:51.763058,649,iamjony94
1407,,@mkhammer So this Carter Page revelation...should media tamp that one down to a nice 2 or 3?,['carter page'],['carter page'],0.0,nan,,Carter Page::*3*4*||,['carter page'],0,[],2018-02-20 22:54:51.763487,412,HT4Real
1408,,Come on Maia,['maia'],[],0.0,UFC211,,nan,['maia'],0,['maia'],2018-02-20 22:54:51.764270,2808,DPlatt3699
1409,,How about the ability to not be that smart but can still win an election... that's just one...,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.764511,2129,MapAnalyst
1410,,Exactly!,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.765151,890,eileengo1
1411,,my two moods,[],[],0.0,eurovision,,nan,[],0,[],2018-02-20 22:54:51.765367,1268,hqpparker
1412,,LETS GO MAIA!,['maia'],[],0.0,UFC211,,nan,['maia'],0,[],2018-02-20 22:54:51.765542,2653,ggooglyboogly
1413,,I love that Maroon 5 is getting to perform so many songs.,['maroon 5'],[],0.0,WangoTango,,Maroon 5::*3*4*||,['maroon 5'],0,[],2018-02-20 22:54:51.765715,1963,berrydelicious
1414,,"I hope @backstreetboys gets the same, if not more, amount time.",[],[],0.0,WangoTango,,,['maroon 5'],1,[],2018-02-20 22:54:51.765715,1963,berrydelicious
1415,,"Rooting for Maia in this one for obvious reasons, he deserves his title shot!",['maia'],[],0.0,UFC211,,Maia::*2*||,['maia'],0,['maia'],2018-02-20 22:54:51.766605,2858,cflood03
1416,,"Nnnnnnno, Carter Page, I don't think so.",['carter page'],['carter page'],0.0,nan,,Carter Page::*1*2*||,['carter page'],0,['carter'],2018-02-20 22:54:51.767217,460,jeffgreco
1417,,you have 2 admit,[],['liberty university'],0.0,WhitePeople,,,['liberty university'],0,[],2018-02-20 22:54:51.767797,2111,88weighted
1418,,"""Liberty University"" is silly from bar 1.",['liberty university'],['liberty university'],0.0,WhitePeople,,Liberty University::*0*1*||,['liberty university'],1,[],2018-02-20 22:54:51.767797,2111,88weighted
1419,,how absurd do they need to get?,[],['liberty university'],0.0,WhitePeople,,,['liberty university'],2,[],2018-02-20 22:54:51.767797,2111,88weighted
1420,,Do you think Jessica Andrade will end the undefeated streak of current champ Joanna Jedrzejczyk at  TONIGHT?,"['jessica andrade', 'joanna jedrzejczyk']","['jessica andrade', 'joanna jedrzejczyk']",0.0,UFC211,,Jessica Andrade::*3*4*||Joanna Jedrzejczyk::*13*14*||,"['jessica andrade', 'joanna jedrzejczyk']",0,"['jessica andrade', 'joanna jedrzejczyk']",2018-02-20 22:54:51.768804,2862,braedendeets
1421,,Yep.,[],[],0.0,nan,,nan,[],0,['yair'],2018-02-20 22:54:51.769639,2823,mookiealexander
1422,,"I think Yair needs to move to a bigger camp, full-time.",['yair'],[],0.0,nan,,Yair::*2*||,[],1,['yair'],2018-02-20 22:54:51.769639,2823,mookiealexander
1423,,Remember during the Obama presidency when almost EVERY SINGLE DAY  were being ridiculed and vilified on Twitter?,"['obama presidency', 'twitter']",['twitter'],0.0,WhitePeople,,Obama::*3*||SINGLE DAY::*8*9*||Twitter::*16*||,"['obama', 'twitter']",0,['obama'],2018-02-20 22:54:51.770312,2388,dmcparson
1424,,Anti-White Bots Trying to Take Over Twitter's   via @wordpressdotcom,['twitter'],['twitter'],0.0,whitepeople,,Anti-White Bots Trying::*0*1*2*||Take::*4*||Twitter's::*6*||,['twitter'],0,[],2018-02-20 22:54:51.771302,2550,saboteur365
1425,,As I said to @navahw: Nothing says Ukraine to me quite like a chainmail tunic and leather-clad background dancers.…,['ukraine'],['ukraine'],0.0,nan,,Ukraine::*7*||,['ukraine'],0,['ukraine'],2018-02-20 22:54:51.772025,1451,navahw
1426,,What a tangled web they weave...,[],"['fbi', 'tangled web', 'intel']",0.0,nan,,,['fbi'],0,"['intel', 'fbi']",2018-02-20 22:54:51.772756,152,notherringfarts
